,close,vol
24/8/2023 00:00,1.0856,0.121546562
24/8/2023 04:00,1.0843,0.118898729
24/8/2023 08:00,1.0825,0.121115815
24/8/2023 12:00,1.0806,0.128152598
24/8/2023 16:00,1.0798,0.135623895
24/8/2023 20:00,1.078,0.145565009
25/8/2023 00:00,1.0771,0.155088398
25/8/2023 04:00,1.0803,0.156404679
25/8/2023 08:00,1.0786,0.1602584
25/8/2023 12:00,1.0802,0.163150984
25/8/2023 16:00,1.0796,0.166639651
25/8/2023 20:00,1.079618182,0.169317536
26/8/2023 00:00,1.079636364,0.169557758
26/8/2023 04:00,1.079654545,0.170510896
26/8/2023 08:00,1.079672727,0.172178109
26/8/2023 12:00,1.079690909,0.175421596
26/8/2023 16:00,1.079709091,0.178334666
26/8/2023 20:00,1.079727273,0.181367327
27/8/2023 00:00,1.079745455,0.183498015
27/8/2023 04:00,1.079763636,0.18420493
27/8/2023 08:00,1.079781818,0.186122915
27/8/2023 12:00,1.0798,0.187966349
27/8/2023 16:00,1.0797,0.1894953
27/8/2023 20:00,1.0809,0.189150104
28/8/2023 00:00,1.0809,0.189465916
28/8/2023 04:00,1.0805,0.190387416
28/8/2023 08:00,1.0809,0.190382136
28/8/2023 12:00,1.0818,0.189904252
28/8/2023 16:00,1.0826,0.188994897
28/8/2023 20:00,1.0836,0.187859682
29/8/2023 00:00,1.082,0.186985846
29/8/2023 04:00,1.0804,0.186801984
29/8/2023 08:00,1.085,0.185650928
29/8/2023 12:00,1.0885,0.186672599
29/8/2023 16:00,1.0869,0.186396931
29/8/2023 20:00,1.0869,0.186120322
30/8/2023 00:00,1.0865,0.185596271
30/8/2023 04:00,1.0879,0.186073449
30/8/2023 08:00,1.0925,0.192430784
30/8/2023 12:00,1.0922,0.198019897
30/8/2023 16:00,1.093,0.20452417
30/8/2023 20:00,1.0921,0.208964762
31/8/2023 00:00,1.0893,0.209416862
31/8/2023 04:00,1.0868,0.205678668
31/8/2023 08:00,1.0839,0.203453676
31/8/2023 12:00,1.0844,0.200359514
31/8/2023 16:00,1.0842,0.196877992
31/8/2023 20:00,1.0842,0.190890586
1/9/2023 00:00,1.0856,0.183033874
1/9/2023 04:00,1.0834,0.180320368
1/9/2023 08:00,1.0787,0.182258224
1/9/2023 12:00,1.0775,0.185263979
1/9/2023 16:00,1.078,0.187506723
1/9/2023 20:00,1.078027273,0.189090948
2/9/2023 00:00,1.078054545,0.191202978
2/9/2023 04:00,1.078081818,0.193081083
2/9/2023 08:00,1.078109091,0.193941882
2/9/2023 12:00,1.078136364,0.194356604
2/9/2023 16:00,1.078163636,0.194372227
2/9/2023 20:00,1.078190909,0.194223832
3/9/2023 00:00,1.078218182,0.194522854
3/9/2023 04:00,1.078245455,0.195371913
3/9/2023 08:00,1.078272727,0.196602618
3/9/2023 12:00,1.0783,0.197650327
3/9/2023 16:00,1.0776,0.198939996
3/9/2023 20:00,1.0786,0.198545731
4/9/2023 00:00,1.0795,0.196949469
4/9/2023 04:00,1.08,0.197046176
4/9/2023 08:00,1.0799,0.196403727
4/9/2023 12:00,1.0794,0.196716951
4/9/2023 16:00,1.0792,0.196902786
4/9/2023 20:00,1.0788,0.197310183
5/9/2023 00:00,1.0756,0.200469944
5/9/2023 04:00,1.0733,0.20655343
5/9/2023 08:00,1.0726,0.213402284
5/9/2023 12:00,1.0722,0.220511868
5/9/2023 16:00,1.0725,0.226811971
5/9/2023 20:00,1.0734,0.23162147
6/9/2023 00:00,1.0729,0.236855549
6/9/2023 04:00,1.0744,0.240164611
6/9/2023 08:00,1.0713,0.247129123
6/9/2023 12:00,1.0727,0.251935464
6/9/2023 16:00,1.0724,0.256867818
6/9/2023 20:00,1.073,0.260949857
7/9/2023 00:00,1.0715,0.266519595
7/9/2023 04:00,1.0705,0.273052611
7/9/2023 08:00,1.0703,0.279428856
7/9/2023 12:00,1.0695,0.286266142
7/9/2023 16:00,1.0698,0.291979387
7/9/2023 20:00,1.0717,0.294721105
8/9/2023 00:00,1.0709,0.298650061
8/9/2023 04:00,1.0699,0.303760104
8/9/2023 08:00,1.0709,0.305382552
8/9/2023 12:00,1.0699,0.304072249
8/9/2023 16:00,1.07,0.303815984
8/9/2023 20:00,1.070181818,0.302802773
9/9/2023 00:00,1.070363636,0.301494582
9/9/2023 04:00,1.070545455,0.297775465
9/9/2023 08:00,1.070727273,0.285451394
9/9/2023 12:00,1.070909091,0.271992674
9/9/2023 16:00,1.071090909,0.254707121
9/9/2023 20:00,1.071272727,0.237119246
10/9/2023 00:00,1.071454545,0.223877484
10/9/2023 04:00,1.071636364,0.214311065
10/9/2023 08:00,1.071818182,0.208817249
10/9/2023 12:00,1.072,0.201785056
10/9/2023 16:00,1.0717,0.194540297
10/9/2023 20:00,1.0723,0.186192938
11/9/2023 00:00,1.0726,0.173710508
11/9/2023 04:00,1.072,0.165071305
11/9/2023 08:00,1.0743,0.162689448
11/9/2023 12:00,1.0749,0.161410011
11/9/2023 16:00,1.0748,0.159636591
11/9/2023 20:00,1.0746,0.157740216
12/9/2023 00:00,1.0713,0.156441033
12/9/2023 04:00,1.0718,0.154662785
12/9/2023 08:00,1.0726,0.152400967
12/9/2023 12:00,1.0728,0.149908258
12/9/2023 16:00,1.0753,0.147597218
12/9/2023 20:00,1.0747,0.144938869
13/9/2023 00:00,1.0743,0.142023516
13/9/2023 04:00,1.0737,0.13882716
13/9/2023 08:00,1.0736,0.135410904
13/9/2023 12:00,1.0732,0.13173194
13/9/2023 16:00,1.0733,0.128823219
13/9/2023 20:00,1.0745,0.124565941
14/9/2023 00:00,1.0733,0.117961561
14/9/2023 04:00,1.0731,0.109542637
14/9/2023 08:00,1.0659,0.1082862
14/9/2023 12:00,1.0643,0.111067109
14/9/2023 16:00,1.0635,0.11512495
14/9/2023 20:00,1.0647,0.11575589
15/9/2023 00:00,1.0664,0.117788367
15/9/2023 04:00,1.0655,0.12296743
15/9/2023 08:00,1.0672,0.125457891
15/9/2023 12:00,1.066,0.129513545
15/9/2023 16:00,1.0657,0.133615935
15/9/2023 20:00,1.065736364,0.136875273
16/9/2023 00:00,1.065772727,0.140043564
16/9/2023 04:00,1.065809091,0.141761327
16/9/2023 08:00,1.065845455,0.144832687
16/9/2023 12:00,1.065881818,0.147178513
16/9/2023 16:00,1.065918182,0.149408255
16/9/2023 20:00,1.065954545,0.151050531
17/9/2023 00:00,1.065990909,0.153162036
17/9/2023 04:00,1.066027273,0.155281946
17/9/2023 08:00,1.066063636,0.157272721
17/9/2023 12:00,1.0661,0.159105006
17/9/2023 16:00,1.0668,0.160320504
17/9/2023 20:00,1.0664,0.161450563
18/9/2023 00:00,1.0662,0.162892976
18/9/2023 04:00,1.0664,0.16422146
18/9/2023 08:00,1.0694,0.16409625
18/9/2023 12:00,1.0687,0.164220613
18/9/2023 16:00,1.0692,0.164246227
18/9/2023 20:00,1.0683,0.164449559
19/9/2023 00:00,1.0694,0.164409052
19/9/2023 04:00,1.0709,0.164491654
19/9/2023 08:00,1.0683,0.16457906
19/9/2023 12:00,1.0681,0.164658283
19/9/2023 16:00,1.0681,0.164648731
19/9/2023 20:00,1.068,0.164569566
20/9/2023 00:00,1.0691,0.164146784
20/9/2023 04:00,1.0702,0.163669412
20/9/2023 08:00,1.0714,0.163463107
20/9/2023 12:00,1.0659,0.164058797
20/9/2023 16:00,1.065,0.1654538
20/9/2023 20:00,1.0636,0.16777159
21/9/2023 00:00,1.0655,0.167715292
21/9/2023 04:00,1.0636,0.16972041
21/9/2023 08:00,1.0664,0.166931632
21/9/2023 12:00,1.0659,0.163306746
21/9/2023 16:00,1.066,0.159379153
21/9/2023 20:00,1.0652,0.155855705
22/9/2023 00:00,1.0648,0.156050379
22/9/2023 04:00,1.0636,0.156738033
22/9/2023 08:00,1.0659,0.154628076
22/9/2023 12:00,1.0644,0.153013221
22/9/2023 16:00,1.0653,0.146443702
22/9/2023 20:00,1.065327273,0.140316768
23/9/2023 00:00,1.065354545,0.134291902
23/9/2023 04:00,1.065381818,0.128778284
23/9/2023 08:00,1.065409091,0.122857749
23/9/2023 12:00,1.065436364,0.117101258
23/9/2023 16:00,1.065463636,0.110479839
23/9/2023 20:00,1.065490909,0.099845279
24/9/2023 00:00,1.065518182,0.091076737
24/9/2023 04:00,1.065545455,0.081526176
24/9/2023 08:00,1.065572727,0.081612757
24/9/2023 12:00,1.0656,0.080795188
24/9/2023 16:00,1.0648,0.079471914
24/9/2023 20:00,1.0648,0.07939672
25/9/2023 00:00,1.0638,0.080887937
25/9/2023 04:00,1.0631,0.083057832
25/9/2023 08:00,1.059,0.093759203
25/9/2023 12:00,1.0593,0.102464178
25/9/2023 16:00,1.0591,0.110678453
25/9/2023 20:00,1.0586,0.119184669
26/9/2023 00:00,1.0585,0.127082498
26/9/2023 04:00,1.0599,0.131783983
26/9/2023 08:00,1.0573,0.140939096
26/9/2023 12:00,1.057,0.149833497
26/9/2023 16:00,1.0569,0.158105878
26/9/2023 20:00,1.0562,0.166972644
27/9/2023 00:00,1.0565,0.174507477
27/9/2023 04:00,1.054,0.186153738
27/9/2023 08:00,1.0509,0.203514626
27/9/2023 12:00,1.0506,0.219524262
27/9/2023 16:00,1.0506,0.233518394
27/9/2023 20:00,1.0504,0.246637632
28/9/2023 00:00,1.0508,0.257836582
28/9/2023 04:00,1.0542,0.262900713
28/9/2023 08:00,1.0577,0.262011307
28/9/2023 12:00,1.0564,0.262468319
28/9/2023 16:00,1.0562,0.262287473
28/9/2023 20:00,1.0576,0.261459637
29/9/2023 00:00,1.0606,0.257990611
29/9/2023 04:00,1.0594,0.252847395
29/9/2023 08:00,1.0583,0.25077387
29/9/2023 12:00,1.0573,0.24920234
29/9/2023 16:00,1.0573,0.247329258
29/9/2023 20:00,1.057245455,0.245283341
30/9/2023 00:00,1.057190909,0.241699732
30/9/2023 04:00,1.057136364,0.236211023
30/9/2023 08:00,1.057081818,0.228187001
30/9/2023 12:00,1.057027273,0.226852854
30/9/2023 16:00,1.056972727,0.226082877
30/9/2023 20:00,1.056918182,0.226104235
1/10/2023 00:00,1.056863636,0.224637859
1/10/2023 04:00,1.056809091,0.22443332
1/10/2023 08:00,1.056754545,0.221717907
1/10/2023 12:00,1.0567,0.219283854
1/10/2023 16:00,1.0564,0.216621632
1/10/2023 20:00,1.0569,0.21429446
2/10/2023 00:00,1.0572,0.212031431
2/10/2023 04:00,1.0532,0.213374455
2/10/2023 08:00,1.0499,0.216194844
2/10/2023 12:00,1.0481,0.222812436
2/10/2023 16:00,1.048,0.227717932
2/10/2023 20:00,1.0468,0.233705293
3/10/2023 00:00,1.0482,0.236407869
3/10/2023 04:00,1.0474,0.239468918
3/10/2023 08:00,1.0453,0.245046194
3/10/2023 12:00,1.0471,0.246641234
3/10/2023 16:00,1.0468,0.247773861
3/10/2023 20:00,1.0459,0.249300413
4/10/2023 00:00,1.0485,0.246505177
4/10/2023 04:00,1.0498,0.241635439
4/10/2023 08:00,1.0518,0.234564478
4/10/2023 12:00,1.0515,0.226876395
4/10/2023 16:00,1.0507,0.220265099
4/10/2023 20:00,1.0525,0.211932116
5/10/2023 00:00,1.0509,0.205382321
5/10/2023 04:00,1.0524,0.198596994
5/10/2023 08:00,1.0526,0.196621433
5/10/2023 12:00,1.0549,0.194085465
5/10/2023 16:00,1.0546,0.191610461
5/10/2023 20:00,1.0542,0.189483369
6/10/2023 00:00,1.055,0.187486235
6/10/2023 04:00,1.0566,0.184553225
6/10/2023 08:00,1.0595,0.186583364
6/10/2023 12:00,1.059,0.188238487
6/10/2023 16:00,1.0586,0.189540512
6/10/2023 20:00,1.058409091,0.191014105
7/10/2023 00:00,1.058218182,0.192159661
7/10/2023 04:00,1.058027273,0.193746278
7/10/2023 08:00,1.057836364,0.194159305
7/10/2023 12:00,1.057645455,0.194090825
7/10/2023 16:00,1.057454545,0.193746908
7/10/2023 20:00,1.057263636,0.192993427
8/10/2023 00:00,1.057072727,0.192296271
8/10/2023 04:00,1.056881818,0.192789031
8/10/2023 08:00,1.056690909,0.192284451
8/10/2023 12:00,1.0565,0.192320272
8/10/2023 16:00,1.0567,0.192498799
8/10/2023 20:00,1.0552,0.191656237
9/10/2023 00:00,1.0523,0.188486042
9/10/2023 04:00,1.0528,0.186223916
9/10/2023 08:00,1.054,0.184613485
9/10/2023 12:00,1.0569,0.184383327
9/10/2023 16:00,1.0579,0.184788526
9/10/2023 20:00,1.057,0.184646568
10/10/2023 00:00,1.0572,0.184651964
10/10/2023 04:00,1.0576,0.184942667
10/10/2023 08:00,1.0617,0.189612647
10/10/2023 12:00,1.0605,0.192585505
10/10/2023 16:00,1.0604,0.195387397
10/10/2023 20:00,1.0605,0.198249398
11/10/2023 00:00,1.06,0.200528576
11/10/2023 04:00,1.0604,0.203183217
11/10/2023 08:00,1.0613,0.206784381
11/10/2023 12:00,1.0613,0.210281997
11/10/2023 16:00,1.0623,0.214952282
11/10/2023 20:00,1.0629,0.22005663
12/10/2023 00:00,1.062,0.223746058
12/10/2023 04:00,1.062,0.227340145
12/10/2023 08:00,1.0552,0.225003956
12/10/2023 12:00,1.0531,0.221075013
12/10/2023 16:00,1.0536,0.216697142
12/10/2023 20:00,1.0546,0.210156278
13/10/2023 00:00,1.0552,0.205220853
13/10/2023 04:00,1.0525,0.199802996
13/10/2023 08:00,1.0501,0.192418282
13/10/2023 12:00,1.0514,0.186817156
13/10/2023 16:00,1.051,0.180816727
13/10/2023 20:00,1.051009091,0.172664037
14/10/2023 00:00,1.051018182,0.16918766
14/10/2023 04:00,1.051027273,0.167636718
14/10/2023 08:00,1.051036364,0.16843511
14/10/2023 12:00,1.051045455,0.168922066
14/10/2023 16:00,1.051054545,0.168511545
14/10/2023 20:00,1.051063636,0.169882089
15/10/2023 00:00,1.051072727,0.169688208
15/10/2023 04:00,1.051081818,0.170943706
15/10/2023 08:00,1.051090909,0.172328172
15/10/2023 12:00,1.0511,0.174801397
15/10/2023 16:00,1.0522,0.176117246
15/10/2023 20:00,1.0524,0.177122238
16/10/2023 00:00,1.0534,0.17770081
16/10/2023 04:00,1.0537,0.178149012
16/10/2023 08:00,1.0545,0.176920679
16/10/2023 12:00,1.0563,0.175847265
16/10/2023 16:00,1.0554,0.17497487
16/10/2023 20:00,1.055,0.174215347
17/10/2023 00:00,1.0548,0.173551786
17/10/2023 04:00,1.0575,0.173303871
17/10/2023 08:00,1.0592,0.174161708
17/10/2023 12:00,1.0577,0.174185969
17/10/2023 16:00,1.0573,0.174126926
17/10/2023 20:00,1.0574,0.174177707
18/10/2023 00:00,1.0579,0.174511246
18/10/2023 04:00,1.0561,0.174361871
18/10/2023 08:00,1.0532,0.174816068
18/10/2023 12:00,1.0536,0.1750955
18/10/2023 16:00,1.0538,0.175221996
18/10/2023 20:00,1.0534,0.175647274
19/10/2023 00:00,1.0537,0.17493182
19/10/2023 04:00,1.0558,0.174198229
19/10/2023 08:00,1.057,0.174198229
19/10/2023 12:00,1.0587,0.175062904
19/10/2023 16:00,1.0586,0.175461579
19/10/2023 20:00,1.0576,0.175680818
20/10/2023 00:00,1.0571,0.175647555
20/10/2023 04:00,1.0591,0.176521059
20/10/2023 08:00,1.0591,0.173864951
20/10/2023 12:00,1.0592,0.172666246
20/10/2023 16:00,1.0594,0.171723522
20/10/2023 20:00,1.059463636,0.170718767
21/10/2023 00:00,1.059527273,0.170279676
21/10/2023 04:00,1.059590909,0.169482552
21/10/2023 08:00,1.059654545,0.167666891
21/10/2023 12:00,1.059718182,0.165881936
21/10/2023 16:00,1.059781818,0.162675164
21/10/2023 20:00,1.059845455,0.15842794
22/10/2023 00:00,1.059909091,0.155640987
22/10/2023 04:00,1.059972727,0.152857801
22/10/2023 08:00,1.060036364,0.155551076
22/10/2023 12:00,1.0601,0.157537292
22/10/2023 16:00,1.0589,0.158463865
22/10/2023 20:00,1.0576,0.158832365
23/10/2023 00:00,1.0598,0.160821216
23/10/2023 04:00,1.0602,0.161900215
23/10/2023 08:00,1.0645,0.166377817
23/10/2023 12:00,1.0666,0.175707395
23/10/2023 16:00,1.067,0.184184001
23/10/2023 20:00,1.0683,0.194176777
24/10/2023 00:00,1.0661,0.198680386
24/10/2023 04:00,1.0635,0.19880886
24/10/2023 08:00,1.0594,0.195400579
24/10/2023 12:00,1.0592,0.191651464
24/10/2023 16:00,1.0595,0.18771675
24/10/2023 20:00,1.0603,0.183797274
25/10/2023 00:00,1.0587,0.17902233
25/10/2023 04:00,1.0573,0.173960661
25/10/2023 08:00,1.0583,0.168526109
25/10/2023 12:00,1.0568,0.162998301
25/10/2023 16:00,1.0566,0.158975792
25/10/2023 20:00,1.0546,0.156428124
26/10/2023 00:00,1.0548,0.154976298
26/10/2023 04:00,1.0536,0.15509148
26/10/2023 08:00,1.0532,0.156515896
26/10/2023 12:00,1.0557,0.156861762
26/10/2023 16:00,1.0564,0.15626035
26/10/2023 20:00,1.0565,0.15529263
27/10/2023 00:00,1.0558,0.154531065
27/10/2023 04:00,1.0538,0.157004938
27/10/2023 08:00,1.0591,0.156987777
27/10/2023 12:00,1.057,0.15716436
27/10/2023 16:00,1.0565,0.15744846
27/10/2023 20:00,1.056536364,0.157737912
28/10/2023 00:00,1.056572727,0.158092484
28/10/2023 04:00,1.056609091,0.157851865
28/10/2023 08:00,1.056645455,0.155009813
28/10/2023 12:00,1.056681818,0.152545695
28/10/2023 16:00,1.056718182,0.150224321
28/10/2023 20:00,1.056754545,0.147312967
29/10/2023 00:00,1.056790909,0.144669342
29/10/2023 04:00,1.056827273,0.144053887
29/10/2023 08:00,1.056863636,0.144114286
29/10/2023 12:00,1.0569,0.144500886
29/10/2023 16:00,1.0562,0.145238801
29/10/2023 20:00,1.0561,0.145895727
30/10/2023 00:00,1.0552,0.147046106
30/10/2023 04:00,1.0585,0.147003439
30/10/2023 08:00,1.0619,0.148385034
30/10/2023 12:00,1.0617,0.1495494
30/10/2023 16:00,1.0614,0.150431231
30/10/2023 20:00,1.0594,0.15041871
31/10/2023 00:00,1.0621,0.151782736
31/10/2023 04:00,1.0655,0.157205188
31/10/2023 08:00,1.0567,0.157604699
31/10/2023 12:00,1.0581,0.157529787
31/10/2023 16:00,1.0578,0.15747919
31/10/2023 20:00,1.0571,0.157589456
1/11/2023 00:00,1.0565,0.157900182
1/11/2023 04:00,1.0543,0.159729647
1/11/2023 08:00,1.0537,0.16199293
1/11/2023 12:00,1.0567,0.161942283
1/11/2023 16:00,1.0587,0.161919589
1/11/2023 20:00,1.06,0.162181629
2/11/2023 00:00,1.0603,0.162376339
2/11/2023 04:00,1.0634,0.164860317
2/11/2023 08:00,1.0617,0.161858428
2/11/2023 12:00,1.0623,0.155698837
2/11/2023 16:00,1.0616,0.147693788
2/11/2023 20:00,1.0625,0.13671525
3/11/2023 00:00,1.0629,0.131012766
3/11/2023 04:00,1.0647,0.133051545
3/11/2023 08:00,1.0732,0.161306354
3/11/2023 12:00,1.0725,0.182669473
3/11/2023 16:00,1.0731,0.202756735
3/11/2023 20:00,1.073090909,0.220360005
4/11/2023 00:00,1.073081818,0.236288846
4/11/2023 04:00,1.073072727,0.250380863
4/11/2023 08:00,1.073063636,0.263389622
4/11/2023 12:00,1.073054545,0.274791064
4/11/2023 16:00,1.073045455,0.285057732
4/11/2023 20:00,1.073036364,0.293136134
5/11/2023 00:00,1.073027273,0.30043708
5/11/2023 04:00,1.073018182,0.30586846
5/11/2023 08:00,1.073009091,0.310053806
5/11/2023 12:00,1.073,0.315574196
5/11/2023 16:00,1.0724,0.320173441
5/11/2023 20:00,1.0736,0.325746838
6/11/2023 00:00,1.075,0.331995149
6/11/2023 04:00,1.0744,0.334865552
6/11/2023 08:00,1.0746,0.341164777
6/11/2023 12:00,1.072,0.342949863
6/11/2023 16:00,1.0713,0.343347427
6/11/2023 20:00,1.0707,0.342926319
7/11/2023 00:00,1.0704,0.341967219
7/11/2023 04:00,1.0679,0.33940716
7/11/2023 08:00,1.0686,0.336905287
7/11/2023 12:00,1.0696,0.334626502
7/11/2023 16:00,1.0691,0.331815122
7/11/2023 20:00,1.0692,0.328770233
8/11/2023 00:00,1.0673,0.324831031
8/11/2023 04:00,1.0668,0.32058376
8/11/2023 08:00,1.0714,0.317898576
8/11/2023 12:00,1.071,0.31457339
8/11/2023 16:00,1.0703,0.309636276
8/11/2023 20:00,1.071,0.304438008
9/11/2023 00:00,1.0701,0.297018796
9/11/2023 04:00,1.0691,0.29288795
9/11/2023 08:00,1.071,0.292182643
9/11/2023 12:00,1.0664,0.290310258
9/11/2023 16:00,1.0668,0.28812022
9/11/2023 20:00,1.0671,0.284004637
10/11/2023 00:00,1.0671,0.282119607
10/11/2023 04:00,1.0682,0.281874681
10/11/2023 08:00,1.0669,0.273908964
10/11/2023 12:00,1.0685,0.267465252
10/11/2023 16:00,1.0686,0.260179186
10/11/2023 20:00,1.068590909,0.251280536
11/11/2023 00:00,1.068581818,0.240639182
11/11/2023 04:00,1.068572727,0.224321696
11/11/2023 08:00,1.068563636,0.204487544
11/11/2023 12:00,1.068554545,0.190136894
11/11/2023 16:00,1.068545455,0.179008671
11/11/2023 20:00,1.068536364,0.169688948
12/11/2023 00:00,1.068527273,0.160205368
12/11/2023 04:00,1.068518182,0.155770432
12/11/2023 08:00,1.068509091,0.148047044
12/11/2023 12:00,1.0685,0.140951832
12/11/2023 16:00,1.0684,0.131764415
12/11/2023 20:00,1.0684,0.123849369
13/11/2023 00:00,1.0692,0.115807484
13/11/2023 04:00,1.0673,0.112214154
13/11/2023 08:00,1.0699,0.110774024
13/11/2023 12:00,1.0699,0.10989057
13/11/2023 16:00,1.07,0.108406741
13/11/2023 20:00,1.0697,0.106878419
14/11/2023 00:00,1.0698,0.10526127
14/11/2023 04:00,1.0721,0.104369417
14/11/2023 08:00,1.086,0.141257774
14/11/2023 12:00,1.0882,0.177567964
14/11/2023 16:00,1.087,0.203271305
14/11/2023 20:00,1.0878,0.227698823
15/11/2023 00:00,1.087,0.247269639
15/11/2023 04:00,1.0864,0.263658272
15/11/2023 08:00,1.0852,0.276412581
15/11/2023 12:00,1.0843,0.286780802
15/11/2023 16:00,1.0855,0.298507466
15/11/2023 20:00,1.0837,0.306640664
16/11/2023 00:00,1.0856,0.31679111
16/11/2023 04:00,1.0843,0.324719984
16/11/2023 08:00,1.085,0.333171491
16/11/2023 12:00,1.0846,0.340818486
16/11/2023 16:00,1.0853,0.348788649
16/11/2023 20:00,1.085,0.355723917
17/11/2023 00:00,1.0848,0.361851804
17/11/2023 04:00,1.0864,0.368227341
17/11/2023 08:00,1.0879,0.376260596
17/11/2023 12:00,1.0908,0.388174276
17/11/2023 16:00,1.0915,0.399830094
17/11/2023 20:00,1.091481818,0.410429327
18/11/2023 00:00,1.091463636,0.418749229
18/11/2023 04:00,1.091445455,0.425639453
18/11/2023 08:00,1.091427273,0.434452912
18/11/2023 12:00,1.091409091,0.442319903
18/11/2023 16:00,1.091390909,0.449078132
18/11/2023 20:00,1.091372727,0.455503364
19/11/2023 00:00,1.091354545,0.460733424
19/11/2023 04:00,1.091336364,0.464596545
19/11/2023 08:00,1.091318182,0.469042201
19/11/2023 12:00,1.0913,0.469171908
19/11/2023 16:00,1.0902,0.467898958
19/11/2023 20:00,1.0923,0.46811548
20/11/2023 00:00,1.0919,0.46711478
20/11/2023 04:00,1.093,0.467466089
20/11/2023 08:00,1.0944,0.467012771
20/11/2023 12:00,1.0942,0.467113191
20/11/2023 16:00,1.0946,0.46684108
20/11/2023 20:00,1.0959,0.466992063
21/11/2023 00:00,1.0946,0.464858358
21/11/2023 04:00,1.0949,0.46207478
21/11/2023 08:00,1.0924,0.456308373
21/11/2023 12:00,1.0912,0.448908272
21/11/2023 16:00,1.092,0.441135196
21/11/2023 20:00,1.0913,0.432013496
